Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2015-01-02,26.381864547729492,26.693235802043404,26.298664339339545,26.53381197141211,26480000
2015-01-05,25.87918472290039,26.304144518013192,25.79399473602273,26.262296405064323,41182000
2015-01-06,25.240501403808594,25.966368522154774,25.186197680374406,25.930997174056603,54456000
2015-01-07,25.166269302368164,25.482123732022345,25.091541343545117,25.455222731103234,46918000
2015-01-08,25.25395393371582,25.28334643817867,24.661599755775498,24.984928707622984,73054000
2015-01-09,24.94556999206543,25.338147878892897,24.84244536664587,25.317223821508133,42000000
2015-01-12,24.763233184814453,24.923650963695415,24.4568430190354,24.87183873877382,57138000
2015-01-13,24.99937629699707,25.33814838563352,24.773196924487056,25.037737069636314,60958000
2015-01-14,25.205129623413086,25.32120968292744,24.81803455265047,24.930625368725586,52800000
2015-01-15,25.10947608947754,25.395438196600566,25.009836910143765,25.3525942427029,51068000
2015-01-16,25.43081283569336,25.450241231925002,25.063642183208803,25.06663160581199,49658000
2015-01-20,25.4049072265625,25.68738392297863,25.37651056089705,25.545896614577675,46796000
2015-01-21,25.925518035888672,25.998254313548514,25.387467609061847,25.449741858437584,46356000
2015-01-22,26.767961502075195,26.844683038177674,26.001242160889984,26.055543980336505,56068000
2015-01-23,26.999624252319336,27.17199971446707,26.69074449787722,26.80433305157072,45966000
2015-01-26,26.739070892333984,26.977207962166062,26.507410588265344,26.977207962166062,30932000
2015-01-27,25.96537208557129,26.542779112719522,25.948931212727185,26.474028099425308,39148000
2015-01-28,25.528955459594727,26.189560817845333,25.524970196417335,26.15518530980876,35822000
2015-01-29,25.56881332397461,25.666458928895864,25.08307300074713,25.55237244954538,79018000
2015-01-30,26.780420303344727,27.056918138816037,25.815418341623815,25.856270616496943,121108000
2015-02-02,26.513885498046875,26.728109071779542,25.99177801467314,26.61950162344049,75378000
2015-02-03,26.568687438964844,26.775436508559107,26.24535849294814,26.40129308108921,47062000
2015-02-04,26.20998764038086,26.740563586384038,26.156679755282592,26.560715515140213,33896000
2015-02-05,26.39581298828125,26.43865694158761,26.187068444845426,26.3011549140139,33176000
2015-02-06,26.59758186340332,26.913436301001695,26.33702699093613,26.454600806882443,42938000
2015-02-09,26.368412017822266,26.597580795510577,26.282224290914144,26.457089346332328,30314000
2015-02-10,26.910446166992188,26.952294279989403,26.362931454819364,26.51139343207774,47430000
2015-02-11,26.80283546447754,26.99962231258106,26.703196289424476,26.889023189359406,38306000
