Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2015-01-02,40.15247344970703,40.719210560512735,39.963563263207156,40.06660548090282,27913900
2015-01-05,39.78324890136719,40.126724141492254,39.71455188794984,39.81759413242197,39673900
2015-01-06,39.199344635009766,40.14390581450093,39.104887861929754,39.826190257858194,36447900
2015-01-07,39.69738006591797,39.89487907810812,39.061949031159074,39.482706799321626,29114100
2015-01-08,40.86520004272461,41.00259079183865,40.11813804914539,40.14389779096245,29645200
2015-01-09,40.5217170715332,41.06269451971817,40.27269861818766,40.88236979554101,23944200
2015-01-12,40.015098571777344,40.822272210881025,39.80901405481997,40.719226676748,23651900
2015-01-13,39.80900573730469,41.139979156385785,39.551398507104096,40.332808961582955,35270600
2015-01-14,39.46553039550781,39.70596666844565,39.17357463781138,39.46553039550781,29719600
2015-01-15,39.05336380004883,39.82618893998988,38.993255542015014,39.68879816796196,32750800
2015-01-16,39.70596694946289,39.740312180993726,38.78716239836673,38.907382173513454,35695300
2015-01-20,39.83477020263672,40.05803223077218,39.13064216126313,39.7574876968443,36161900
2015-01-21,39.431182861328125,39.62009637851391,39.05335910261054,39.44835711522265,39081100
2015-01-22,40.47019577026367,40.47878125765286,39.56856891434544,39.82617611951446,35898000
2015-01-23,40.51313400268555,40.693458737629406,40.186829761605935,40.6676989971099,26211600
2015-01-26,40.36716079711914,40.470206326588006,39.7059699991253,40.3585753074905,42525500
2015-01-27,36.63184356689453,37.09553857707577,36.15956306792647,36.88086532521266,169164000
2015-01-28,35.36956024169922,36.74347088088341,35.34380050227475,36.700536889958116,84507100
2015-01-29,36.07369613647461,36.16815290274911,35.02609276894521,35.14630928032938,63585300
2015-01-30,34.691184997558594,35.70444260493286,34.64824774376018,35.6786795975233,78004900
2015-02-02,35.44684600830078,35.52412850936293,34.5452190130116,34.8543490172602,50352500
2015-02-03,35.721622467041016,36.00499268951113,35.24934203857755,35.74738548086318,52082400
2015-02-04,35.92770767211914,36.245423097914376,35.51553551214482,36.013575643743856,41614800
2015-02-05,36.451507568359375,36.61465801017296,35.94487871934021,36.25400863069466,36548200
2015-02-06,36.41717529296875,36.74347959758695,36.19391652180113,36.649022829751075,34616600
2015-02-09,36.37424087524414,36.700545176125,36.24543559773335,36.27119861862808,31381100
2015-02-10,36.580318450927734,36.72629795613154,36.219668983342444,36.70053821577649,29670700
2015-02-11,36.39141082763672,36.62325833434951,36.24543131200842,36.62325833434951,38262500
2015-02-12,37.001094818115234,37.001094818115234,36.50305112655015,36.63185643317009,33268800
2015-02-13,37.67086410522461,37.67086410522461,37.05260732158818,37.250106334827294,40264900
2015-02-17,37.688148498535156,38.05136448511743,37.350872269468745,38.02542142863711,33695700
2015-02-18,37.644920349121094,37.79193875741154,37.52384830639116,37.731402736046576,27111700
2015-02-19,37.61896514892578,37.644908207152895,37.22980278069568,37.342228197954306,27603400
2015-02-20,37.9302978515625,37.947594324649295,37.43735991496613,37.62761452099101,29721100
2015-02-23,38.181095123291016,38.215684773544005,37.748693154959135,37.79193269199928,32518800
2015-02-24,38.129215240478516,38.310823320869765,37.982196818995575,38.18110467729003,25271700
2015-02-25,38.042724609375,38.129203678872486,37.87840975877873,38.00813166198999,29759800
2015-02-26,38.10325241088867,38.25026745716234,37.956234065650676,38.04271641548606,28957300
2015-02-27,37.92165756225586,38.22434096942653,37.75734597479687,38.16380494778554,33807700
2015-03-02,37.947593688964844,38.21568076990693,37.662206836260836,37.76598237407826,31924000
2015-03-03,37.428707122802734,37.90435184834598,37.26439558968349,37.67085442825148,31748600
2015-03-04,37.23845291137695,37.36817150233168,37.08278796305952,37.19521008209401,25748700
2015-03-05,37.281700134277344,37.39412557547402,37.030906188132974,37.24710718329908,23193500
2015-03-06,36.63309097290039,37.28169384905241,36.45148295932938,37.186564899382404,36248800
2015-03-09,37.05684280395508,37.29899011970369,36.486072407989816,36.486072407989816,32108000
2015-03-10,36.34770584106445,36.93577274047484,36.34770584106445,36.62444281737934,39159700
2015-03-11,36.304466247558594,36.641739230704175,36.18339423298992,36.589853109583295,32215300
2015-03-12,35.47425842285156,36.01908583503075,35.33588992281807,35.742348834963764,59992500
2015-03-13,35.785579681396484,35.86341214994742,35.119680405786134,35.197512874337065,58007700
2015-03-16,35.941261291503906,36.010443907329126,35.699113888700644,35.86342878684678,35273500
2015-03-17,36.06232833862305,36.17475378507315,35.58668678682487,35.77694142816482,31673400
2015-03-18,36.75416946411133,37.039556363453706,35.74235038236742,35.82882946152034,44194800
2015-03-19,36.57255554199219,36.83199603672917,36.51201953651905,36.54660918324307,33879100
2015-03-20,37.082794189453125,37.16927326460989,36.74552117779037,36.80605719019316,71904500
2015-03-23,37.065494537353516,37.29899197901956,36.99630864398655,37.08279101069525,26246100
2015-03-24,37.100093841552734,37.33358802426565,36.97037191874286,36.99631498371862,25513300
2015-03-25,35.85476303100586,37.126025611504545,35.83746655996236,37.117375726500526,43469900
2015-03-26,35.638572692871094,35.984495618714256,35.38777873658308,35.64722258044821,37495600
2015-03-27,35.4310188293457,35.828827853944816,35.30994680437773,35.56073744225485,34401400
2015-03-30,35.42237091064453,35.92395881219945,35.37913137060559,35.54344294233973,35049700
2015-03-31,35.16292190551758,35.48289838352578,35.05914637461634,35.266697436418816,34887200
2015-04-01,35.21482849121094,35.24941815240085,34.86025889702587,35.111049610742434,36865300
2015-04-02,34.84295654296875,35.232119031703256,34.69593813657318,35.16293312305459,37487500
2015-04-06,35.9326057434082,36.131510268657166,34.747825180418516,34.88619368924238,39223700
2015-04-07,35.91530227661133,36.24392865821376,35.725047675864516,35.98448816703914,28809400
2015-04-08,35.8201789855957,36.053676454230036,35.49155585104251,35.854771936274574,24753400
2015-04-09,35.872066497802734,35.993138519754105,35.67316199045903,35.67316199045903,25723900
2015-04-10,36.07961654663086,36.27852103001974,35.8115261739077,36.00178407061219,28022000
2015-04-13,36.11421585083008,36.373659706255296,35.794239274495474,35.802889162458,30276700
2015-04-14,36.01909255981445,36.347715746894835,35.79424164342695,36.14881119714643,24244400
2015-04-15,36.54661560058594,36.719577060436436,36.04503099588148,36.11421360044241,27343600
2015-04-16,36.46013259887695,36.615797566104185,36.16609913844387,36.278524570100224,22509700
2015-04-17,35.99313735961914,36.096916202774025,35.59532835775395,36.036376894784475,42387600
2015-04-20,37.10873794555664,37.3335855245445,36.04502946622055,36.088269004606836,46057700
2015-04-21,36.87522888183594,37.31628061197009,36.78009994792605,37.186558738644926,26013800
2015-04-22,37.17792892456055,37.29900096816641,36.797413017266955,36.90118858336259,25064300
2015-04-23,37.48060607910156,37.714103558635216,37.01361112003426,37.09144361321215,46309500
2015-04-24,41.398162841796875,41.63166029672193,39.47830037735502,39.4869469650344,130933700
2015-04-27,41.53653335571289,41.62301573153468,40.836044255865616,40.84469084396513,59248200
2015-04-28,42.51375961303711,42.55699914826545,41.25114671016517,41.320329306737506,60730800
2015-04-29,42.427284240722656,42.64348523467443,41.94299282664316,42.13325075698964,47804600
2015-04-30,42.064064025878906,42.84238890834212,42.029471075777145,42.11595345103156,64725500
